歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
半杯酒一暝雨,,客語,202692,,,1331,
老男人,,台語,202693,,,1332,
愛的執著(舞曲版),的理由,國語,202694,,,1332,
雲中月再圓,,台語,202699,,,1332,
褪色的戀情,,台語,202700,,,1332,
多情郎,,客語,202703,,,1332,
油菜花 梭 ◆ 劉玉芳,,客語,202704,,,1332,
童年 倫巴 ◆ 劉玉芳,,客語,202705,,,1332,
勞碌个阿姆,,客語,202706,,,1332,
兄弟情無價,,客語,202707,,,1333,
天弓,,客語,202708,,,1333,
落雨毛仔,,客語,202709,,,1333,
情絲網,,客語,202710,,,1333,
月光笑,,客語,202711,,,1334,
發風搓 抒情搖滾 ◆ 劉玉芳,,客語,202712,,,1334,
寶貝孫 吉力巴 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/09,客語,202713,,,1334,
燈籠花,,客語,202714,,,1334,
想以前 華爾滋 劉玉芳 ◆,,客語,202715,,,1335,
新年好 特魯多 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/10,客語,202716,,,1335,
向前飛 梭 ◆ 劉玉芳,,客語,202717,,,1335,
感恩,,客語,202718,,,1335,
山盟伴海誓,,台語,202719,,,1332,
一領鴛鴦被,,台語,202720,,,1332,
鬥陣ㄟ,,台語,202721,,,1333,
相逢夢中見,,台語,202722,,,1332,
身邊有你,,台語,202723,,,1333,
不能停止的思念 搖滾 歌曲,,國語,202724,,,1332,
草原都是愛的歌,,台語,202725,,,1333,
晨露,,台語,202726,,,1333,
最幸福的遇見,,國語,202727,,,1332,
父母的恩情,,台語,202728,,,1333,
用情這呢深,,台語,202747,,,1333,
短暫的別離,,台語,202748,,,1333,
愛無夠堅持,,華語,202749,,,1333,
祈願淨土,,台語,202750,,,1333,
等待的心,,台語,202751,,,1333,
幸福萬萬年 慢迪斯可 洪少凱,,華語,202752,,,1333,
打拼的囝仔 特魯多 ◆ 寒雲,,台語,202753,,,1333,
青春花蕊,,台語,202754,,,1332,
等千年,,台語,202755,,,1333,
一暝花香,,台語,202756,,,1333,
老伴,,台語,202758,,,1334,
緣份,,台語,202759,,,1334,
人生的月台,,台語,202760,,,1334,
花開這當時,,華語,202761,,,1334,
敢講,,台語,202772,,,1334,
做伙拼經濟,,華語,202773,,,1334,
愛的執著,,台語,202775,,,1335,
深情烙印在心裡,,台語,202776,,,1335,
望月圓,,台語,202777,,,1335,
幸福到永遠,,台語,202778,,,1334,
冰糖咖啡,,台語,202779,,,1335,
媽祖出巡,,台語,202780,,,1335,
吸管看天,,台語,202781,,,1335,
粘相偎,,台語,202782,,,1334,
我的老婆不怕我,,台語,202783,,,1334,
無常,,台語,202784,,,1335,
那時候,,台語,202785,,,1335,
故人,,台語,202786,,,1334,
魂,,台語,202787,,,1334,
普通情歌,,台語,202788,,,1334,
我乾了你隨意,,台語,202789,,,1335,
業餘音樂家,,台語,202790,,,1335,
你給的愛全是假的,,台語,202791,,,1335,
心痛的吉他 特魯多 柯如憶,,台語,202792,,,1334,
將你當作寶,,華語,202793,,,1334,
幸福的春天,,台語,202794,,,1334,
似幻如夢的愛,,台語,202795,,,1334,
失落緣,,台語,202796,,,1334,
兩年情緣,,台語,202797,,,1334,
相挺,,台語,202808,,,1335,
彌補,,台語,202809,,,1335,
健康好命,,台語,202810,,,1335,
台西痴情夢,,客語,202811,,,1336,
原諒我,,台語,202812,,,1336,
堅持到路尾,,客語,202813,,,1336,
對妳感心,,客語,202814,,,1336,
月圓彼一暝,,客語,202815,,,1336,
我們的故事,,台語,202816,,,1336,
悔改,,台語,202823,,,1335,
愛到透老 探戈 ◆ 邱四湖.張愛蔆,,台語,202824,,,1335,
嘸願擱想妳 類型,,華語,202825,,,1335,
來世再續緣,,台語,202826,,,1335,
無奈的戀夢 華爾滋 歌曲 ◆ 潘益群,,台語,202827,,,1335,
無情人斷情絲,,華語,202828,,,1335,
情如水心如冰,,客語,202829,,,1336,
失味的愛 探戈 歌曲 ◆ 謝采吟,,台語,202830,,,1336,
鴛鴦伴相隨 扭扭 張愛蔆 ◆,,客語,202831,,,1336,
思鄉情懷,,客語,202832,,,1336,
為你改變我願意,,台語,202833,,,1336,
痛一生,,台語,202834,,,1336,
後悔已經遲 特魯多 ◆ 琳娜 ◆ 林永祥,,客語,202835,,,1337,
無奈的兩年緣,,客語,202836,,,1337,
愛已濃情已深,,台語,202837,,,1337,
癡心換絕情,,客語,202838,,,1337,
浪子回頭金不換,,客語,202839,,,1337,
愛愈深心愈痛 特魯多 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/11,客語,202840,,,1336,
白色新娘衫,,客語,202841,,,1336,
有情人,,台語,202842,,,1336,
阮的夢,,台語,202843,,,1337,
破碎的影片,,客語,202844,,,1337,
你的歌聲風中飛來,,台語,202845,,,1336,
鄉搖,,台語,202846,,,1337,
醒不來,,台語,202847,,,1337,
如果有一杯酒能,,台語,202848,,,1336,
向日葵的花語,,台語,202849,,,1337,
我的媽媽,,客語,202850,,,1336,
月圓相思,,台語,202851,,,1336,
懷念你,,台語,202852,,,1337,
愛愈深分袂清,,客語,202853,,,1336,
肩胛頭,,台語,202864,,,1336,
親愛的人. 袂閣,,客語,202874,,,1337,
痛心的戀情,,客語,202875,,,1337,
對你的情,,台語,202876,,,1337,
澹心肝,,台語,202877,,,1337,
山盟海誓算啥米,,客語,202878,,,1337,
人生好滋味,,客語,202879,,,1336,
大隻雞慢啼,,客語,202880,,,1336,
緣投少年家 梭 ◆ 張愛蔆,,客語,202881,,,1336,
兩人ㄟ熟悉 梭 ◆ 吳艾媄,,客語,202882,,,1336,
秋風落葉心 特魯多 ◆ 蕭清文,,客語,202883,,,1336,
送別,,客語,202884,,,1336,
童年,,客語,202885,,,1336,
這首情歌 恰恰 ◆ 張維祐,,台語,202886,,,1337,
過時的花蕊 探戈 ◆ 李芝蓁,,客語,202887,,,1336,
修行,,客語,202888,,,1336,
愛情車站,,客語,202889,,,1336,
人生一棚戲,,客語,202890,,,1336,
又見桐花雪,,客語,202891,,,1336,
聘無譴聘無譴,,客語,202892,,,1336,
一切成敗掌手中,,客語,202893,,,1337,
中華民國新希望,,客語,202894,,,1337,
你敢知人奈位痛,,客語,202895,,,1337,
苗栗山水好風光,,客語,202896,,,1337,
財神福神好運來,,客語,202897,,,1337,
苗栗願景-前程似錦,,客語,202898,,,1337,
中原崇正客家心,,客語,202899,,,1337,
頭放雞,,客語,202900,,,1337,
故鄉之歌,,客語,202901,,,1337,
唐詩組曲,,客語,202902,,,1338,
桐花戀,過我,客語,202903,,,1338,
寄相思,,客語,202904,,,1338,
陪你作伴過一生,,客語,202905,,,1338,
相思夢,,客語,202906,,,1338,
把握當下時 梭 ◆ 莊紅如,,客語,202907,,,1338,
愛也憂憂,,客語,202908,,,1338,
花香,,客語,202909,,,1338,
五月雪,,客語,202911,,,1338,
洗衫坑之戀 梭 林永祥 ◆,,客語,202912,,,1339,
買醉的理由 類型 倫巴 吳艾媄.莊長明 羅聰 ◆ ◆,,華語,202913,,,1339,
緣份來作伴,,華語,202914,,,1339,
癡情憨人阮一個,,華語,202915,,,1339,
戀曲１９７５ 華爾滋 ◆ 林永祥,,客語,202916,,,1339,
手牽手,,客語,202917,,,1339,
山歌戀情 特魯多 ◆ 彭鈺雯,,客語,202918,,,1339,
雲間煙火係我家 華爾滋 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2025/02,客語,202919,,,1339,
衝衝衝,嚥下所有 梭 抒情搖滾 ◆ 江曉雲.陳茂豐,台語,202920,,,1336,
老兄弟要互相,,客語,202921,,,1337,
今生的最愛,類型 恰恰 ◆ 張漢朝 ◆ 羅聰,華語,202922,,,1337,
鹿港龍山寺,,台語,202923,,,1338,
等待是幸福的開始,,華語,202924,,,1338,
愛落去,,台語,202925,,,1338,
羊咩咩,,台語,202926,,,1337,
凌晨等太陽,,台語,202927,,,1338,
不破不立,,台語,202928,,,1338,
青蓮吟,,台語,202929,,,1339,
跩個屁,,台語,202930,,,1338,
愛恨之間,,台語,202931,,,1338,
豆腐,,台語,202932,,,1339,
睡吧,,台語,202933,,,1339,
寒冷的並非雪,,台語,202934,,,1338,
如果你遇到小時,,台語,202935,,,1339,
醉話,,台語,202936,,,1339,
幸福千萬年 House 廖鳳英,,華語,202937,,,1337,
你我來相挺,,華語,202938,,,1337,
幸福雙雙飛 特魯多 歌曲 張愛蔆 ◆,,華語,202939,,,1337,
永遠愛你,,台語,202940,,,1338,
共渡春宵暝,,華語,202941,,,1337,
落雨的冬天 華爾滋 歌曲 ◆ 鄭志宏.蔣新蘭,,台語,202942,,,1338,
天公伯的情意,,華語,202943,,,1338,
雙頭結,,台語,202944,,,1338,
歡喜四界行 吉力巴 謝弘易 沈丹丹 ◆ ◆,,華語,202945,,,1338,
天官賜財,,台語,202946,,,1338,
今生今世尚愛你,,華語,202947,,,1339,
緣訂這份情,,台語,202948,,,1339,
用今生伴來世,,華語,202949,,,1339,
情深無悔,,台語,202950,,,1339,
曇花之戀,,台語,202951,,,1338,
反背咱ㄟ愛,,台語,202952,,,1339,
一盞的明燈,,台語,202953,,,1339,
陪阮醉歸暝 梭 歌曲 ◆ 吳艾媄,,台語,202954,,,1339,
咱來做陣搖 House ◆ 蔡姍燕 ◆ 徐夢玲 秋分落葉時,,華語,202955,,,1340,
成功才會贏 梭 歌曲 ◆ 蔡姍燕,,台語,202957,,,1340,
台中的港岸,,台語,202958,,,1341,
尚水的舞伴,,台語,202959,,,1341,
街頭藝人,,台語,202960,,,1339,
手機 LINE LINE LINE 梭 ◆ 蔡姍燕,,台語,202961,,,1339,
海枯石爛的謊言,,台語,202962,,,1340,
鴛鴦夢斷三年緣 Bossa Nova ◆ 莊旭儀,,華語,202963,,,1340,
夢中的西施,,台語,202964,,,1340,
願等來世再來手,,台語,202965,,,1340,
新住民新娘(大陸妹),,華語,202966,,,1340,
月娘替阮牽紅線,,華語,202967,,,1340,
癡情是阮的名字,,華語,202968,,,1340,
女人的自尊,,台語,202969,,,1340,
查某子,,台語,202970,,,1340,
人生on line,,台語,202971,,,1340,
搏杯問感情,,華語,202972,,,1340,
美夢成真,,台語,202973,,,1340,
最想念的愛,,台語,202974,,,1340,
陪你同齊老,,華語,202975,,,1343,
枕頭香,,台語,202976,,,1343,
女人花,,台語,202977,,,1343,
遙遠的牽掛,,華語,202978,,,1343,
憨情人 華爾滋 尚東 程響,,華語,202979,,,1343,
虎尾是幸福的城市 Funk ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2025/04,台語,202980,,,1341,
阿母我愛你 華爾滋 李明洋 ◆,,台語,202981,,,1341,
虛情假愛,,台語,202982,,,1341,
唱起歌兒來,,華語,202983,,,1340,
阮是苦命的流星,,台語,202984,,,1341,
成功回故鄉,,台語,202985,,,1341,
愛你真心不移 梭 ◆ 李偉新,,台語,202986,,,1341,
癡情了憨工 探戈 周小玲.龍德,,台語,202987,,,1344,
阿母的白頭鬃,,台語,202988,,,1344,
愛萬萬年,,台語,202989,,,1344,
留戀琉戀,,台語,202990,,,1344,
今夜不想你,,華語,202991,,,1345,
暢到袂記得老 搖滾 ◆ 龍哥,,台語,202992,,,1341,
有擔當的好男兒 華爾滋 邱四湖.張愛蔆 ◆,,華語,202993,,,1340,
女人心,,台語,202994,,,1345,
同床作同夢,,華語,202995,,,1345,
目屎摻酒飲乎乾,,華語,202996,,,1345,
手機仔的情歌,,華語,202997,,,1345,
土芭樂欉,,國語,202998,,,1346,
嫁乎你啦 梭 蕭清文,,國語,202999,,,1346,
贏乎水 恰恰 李明洋 游宜橙,,國語,203000,,,1346,
因為我牽著你的手,,客語,203002,,,1346,
莊腳囝仔的志氣 特魯多 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,台語,203003,,,1347,
仙想嘛想無,,台語,203004,,,1341,
打拼會出頭天 搖滾 游家梧 ◆,,台語,203005,,,1341,
會記你在心中 中板靈魂樂 ◆ 米克斯樂團,,台語,203006,,,1341,
幸福的路,,台語,203007,,,1341,
叨一粒是我的星 Bossa Nova 歐基石 ◆,,台語,203009,,,1342,
幸運星,,台語,203010,,,1342,
運將ㄟ 迪斯可 楊欣樺,,台語,203011,,,1343,
保全的心聲,,華語,203012,,,1343,
閭山法主,,台語,203013,,,1342,
魚甲水,,台語,203014,,,1347,
問天公伯,,台語,203015,,,1348,
何時會凍再相逢 倫巴 佩諭,,台語,203016,,,1347,
望春風 Funk 王怡文,,台語,203017,,,1349,
望情花,,台語,203019,,,1341,
登峰造極,,台語,203020,,,1342,
性情中的人,,台語,203021,,,1342,
你是我的唯一 梭 ◆ 龍哥,,台語,203022,,,1342,
澎湖冬天冷吱吱,,台語,203023,,,1342,
永遠來作夥,,台語,203024,,,1342,
關於夢想,,台語,203025,,,1343,
熱情的歌手 特魯多 張漢朝,,華語,203026,,,1343,
什麼是幸福快樂,,華語,203027,,,1343,
員林好所在 別把愛情想得太完美 Funk 中板靈魂樂 方瑞娥.李明洋,,華語,203028,,,1343,
東山再起,,華語,203029,,,1343,
如山不動,,華語,203030,,,1343,
刻恨,,台語,203031,,,1343,
千年樟樹公 倫巴 龍哥.湯秋鳳,,台語,203032,,,1344,
大家來拜樟樹公 華爾滋 林鎮忠,,台語,203033,,,1344,
姊妹情誼,,華語,203034,,,1343,
癡迷無罪,,華語,203035,,,1343,
牡丹我愛妳 倫巴 蔣新蘭,,台語,203036,,,1344,
龍哥的店 中板靈魂樂 龍哥.柳芝,,台語,203037,,,1344,
流星下的約定,,台語,203038,,,1343,
愛情的遊戲,,台語,203039,,,1344,
無人可比 華爾滋 一綾,,台語,203040,,,1344,
救贖,,台語,203041,,,1344,
你是風阮是雲 中板靈魂樂 王中平,,台語,203042,,,1344,
一切隨風去,,華語,203043,,,1345,
你是我心中的痛,,華語,203044,,,1345,
甘講你攏袂想我,,華語,203045,,,1345,
愛路情義,,華語,203046,,,1343,
回頭夢,,台語,203047,,,1344,
濁水溪戀情 特魯多 方瑞娥,,台語,203048,,,1344,
幸福青春港 特魯多 洪耀池,,台語,203049,,,1344,
白豬仔,,台語,203050,,,1345,
桂花香,,台語,203051,,,1345,
阮的媽媽,,台語,203052,,,1344,
夢中來相見 華爾滋 詹秀玉,,台語,203053,,,1344,
依依難捨情難忘,,台語,203054,,,1344,
想你想你擱想你,,台語,203055,,,1344,
因為有你,,台語,203056,,,1344,
愛嘸惜代價,,華語,203057,,,1345,
舞伴情歌 Twist 劉鳳枝,,台語,203058,,,1347,
送你到這,,台語,203059,,,1348,
平安燈 中板靈魂樂 詹曼鈴,,台語,203060,,,1349,
寂寞的吉他聲,,台語,203062,,,1350,
宜蘭雨,,台語,203063,,,1350,
您講的話,,華語,203064,,,1351,
共渡一生 探戈 大合唱,,台語,203066,,,1345,
偶然2025,,台語,203067,,,1345,
岳飛的滿江紅,,台語,203068,,,1345,
愛同心,,華語,203072,,,1349,
淡水戀情,,華語,203073,,,1351,
謝謝您老帥,,台語,203081,,,1345,
人生七十,,台語,203082,,,1345,
清水祖師 梭 趙小國 T.R.Y,,華語,203083,,,1345,
觀音亭的黃昏 吉力巴 王中平,,客語,203084,,,1346,
為你醉歸暝 探戈 林振富,,客語,203085,,,1346,
淒痴癡 華爾滋 邱芸子,,台語,203093,,,1346,
High High High,,台語,203094,,,1346,
朋友若兄弟,,客語,203095,,,1346,
痕印,,台語,203096,,,1346,
疼入心 中板靈魂樂 七賢,,台語,203097,,,1346,
心送予我 特魯多 蘇宥蓉,,國語,203098,,,1346,
奶一下,,台語,203099,,,1346,
好久好久,,國語,203100,,,1346,
醉路毋通行 梭 陳菀翎,,客語,203101,,,1346,
我毋是歌手 倫巴 丁笠.丁偉 林展逸.楊咩咩,,客語,203102,,,1346,
我的人生我佮意 恰恰 王中平,,台語,203103,,,1347,
愛妳一生一世 探戈 蘇錦煌,,台語,203104,,,1347,
無奈的結局,,台語,203105,,,1347,
情路含慢師 恰恰 佩諭.施文,,台語,203106,,,1347,
我會珍惜你,,台語,203107,,,1347,
看見未來 梭 張漢朝,,台語,203108,,,1347,
夢已醒 特魯多 子鈺,,台語,203109,,,1347,
一杯,,台語,203110,,,1347,
五月十三彼下埔 特魯多 高敏裕,,台語,203111,,,1347,
愛難離,,台語,203112,,,1348,
愛你勝過自己 特魯多 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,台語,203113,,,1348,
點菸盤,,台語,203114,,,1348,
重新再起,,台語,203115,,,1347,
我想無,,台語,203116,,,1347,
苗栗中小企業頌,,客語,203122,,,1346,
五甲媽,,台語,203123,,,1346,
歌聲冠天下 梭 蕭清文,,客語,203124,,,1346,
千山萬里情,,台語,203125,,,1347,
今夜,,台語,203126,,,1347,
幸福流沙,,台語,203127,,,1347,
欠你一聲對不起,,台語,203128,,,1347,
舊情永難忘,,台語,203141,,,1348,
春風伴花蕊 特魯多 方瑞娥,,台語,203142,,,1348,
傷心夜快車 慢迪斯可 黑鷹.芷琦,,台語,203143,,,1348,
真心放伊飛 中板靈魂樂 張秀玉,,華語,203148,,,1349,
消失的光,,台語,203149,,,1349,
一蕊雲,,台語,203150,,,1347,
老情歌,,台語,203151,,,1348,
孤單是阮的名 倫巴 柏蒼,,台語,203152,,,1348,
愛情有雨,,台語,203153,,,1348,
咱是好知己,,台語,203154,,,1348,
今生的選擇 探戈 李明洋,,台語,203155,,,1348,
梳妝,,台語,203156,,,1349,
孤單恰恰,,華語,203169,,,1349,
咱的未來,,華語,203170,,,1349,
牽手過,,華語,203171,,,1349,
大肚山軍中媽 中板靈魂樂 林展逸.張喜芳. 孔細勇.陳泇均 宋竹梅.朱鵬鈞,,客語,203172,,,1349,
東嶽大帝 黃飛虎,,客語,203173,,,1349,
愛甲著火 最遠的你最近的愛,,華語,203174,,,1349,
愛你無後悔,,華語,203175,,,1349,
歡喜做好代 梭 張峯子,,台語,203176,,,1350,
冤家變夫妻 恰恰 梁福成,,台語,203177,,,1350,
永遠的兄弟,,台語,203178,,,1350,
甜蜜的枕頭 恰恰 陳美霜,,台語,203180,,,1348,
你我的恰恰 恰恰 賴進財.陳貴花,,台語,203181,,,1348,
舒適啦,,台語,203182,,,1348,
可愛的人,,華語,203183,,,1349,
月光圓,,台語,203185,,,1348,
乎你全世界 因為愛你所以嫁給你,,華語,203186,,,1349,
現代新潮山歌仔 林鈺涵.賴禹樺 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,客語,203187,,,1349,
現代平板山歌,,客語,203188,,,1349,
現代平板山歌 中板靈魂樂 張喜芳.林展逸. 朱鵬鈞,,客語,203189,,,1349,
現代平板山歌 中板靈魂樂 林展逸.張喜芳. 宋竹梅.朱鵬鈞.,,客語,203190,,,1349,
人生這條路,,華語,203195,,,1351,
疼惜入心肝,,華語,203196,,,1351,
有緣做兄弟,,華語,203197,,,1351,
編織情夢 恰恰 陳茂豐.一明.井 祥,,台語,203198,,,1350,
孤燕夢,,台語,203199,,,1350,
等愛的女人,,台語,203200,,,1350,
男人最後傷心的淚 中板靈魂樂 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,台語,203201,,,1350,
思念舊情,,台語,203202,,,1350,
愛到老,,台語,203203,,,1350,
無聲的思念,,台語,203204,,,1352,
探戈 陳強,,華語,203205,,,1351,
夢成空,,台語,203206,,,1350,
幸福作陣行 梭 張峯子,,台語,203207,,,1350,
沙,,台語,203208,,,1351,
再會貓尾崎 Twist 陳強.洪建華 周小玲,,華語,203209,,,1351,
歡喜來乾杯 中板靈魂樂 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,203210,,,1351,
女人夢 中板靈魂樂 小曼.嘉豪,,台語,203211,,,1351,
姻緣杯,,華語,203213,,,1351,
愛的約定,,華語,203215,,,1351,
陸光愛心的運將,,台語,203216,,,1350,
東京戀歌,,台語,203217,,,1350,
思戀的港岸 華爾滋 林靖恩,,台語,203218,,,1350,
故鄉的戀歌 吉力巴 蘇祥德.錢錢,,台語,203219,,,1350,
桃園鎮撫宮 梭 周小玲,,台語,203220,,,1350,
碧潭相思曲,,台語,203221,,,1350,
戀戀銀河洞,,台語,203222,,,1350,
痴情無了時,,華語,203223,,,1351,
救い,,華語,203224,,,1351,
觀音山之戀 想念也能是一種快 倫巴 黃忠義 自由派對,,台語,203225,,,1352,
情海無邊,,台語,203226,,,1352,
是你不知女人心 別再用謊言溫暖我 中板靈魂樂 樂妍 王強 的手,,台語,203227,,,1352,
閣做你的愛人仔,,台語,203228,,,1352,
心情玫瑰,,台語,203229,,,1352,
懶懶馬一步踏 樂 中板靈魂樂 中板靈魂樂 樂妍,,台語,203230,,,1352,
溫暖的故鄉,,台語,203231,,,1352,
頭過身就過 你的多情傷害了我 中板靈魂樂 中板靈魂樂 龍哥.丫貴,,台語,203232,,,1352,
目睭剝無金,,華語,203233,,,1351,
我命由我不由天,,台語,203234,,,1351,
豆陣行,,台語,203236,,,1353,
打拼的愛情 特魯多 洪彬朝 妞妞,,華語,203237,,,1353,
我的愛為你留,,台語,203238,,,1353,
花當香,,台語,203240,,,1354,
真英雄,,台語,203241,,,1353,
中秋月圓,,華語,203242,,,1354,
愛在空中飛,,華語,203243,,,1353,
大哥大和我,,台語,203244,,,1354,
無公平 特魯多 沈義珍.魏秀文,,台語,203245,,,1354,
咒咀無卡咀 特魯多 高德雄,,華語,203246,,,1354,
飲甲醉茫茫,,華語,203247,,,1353,
滄海演歌 特魯多 葉冠成.廖鳳英,,台語,203248,,,1353,
新年好運來（舞曲版）,,台語,203249,,,1353,
用心來換,,台語,203250,,,1353,
愛情的戀歌,,華語,203251,,,1354,
一生難忘,,台語,203252,,,1352,
台中港之戀,,台語,203253,,,1352,
我要飛,,台語,203254,,,1352,
袂凍漏氣,,台語,203255,,,1352,
相逢的恰恰,,華語,203256,,,1353,
舞台頂的人生 Swing 蘇芊蓉,,客語,203257,,,1355,
你講要給我一個巢 恰恰 蘇芊蓉,,客語,203258,,,1355,
暗會,,台語,203259,,,1355,
朋友.同學.唱吧.跳吧 梭 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,客語,203260,,,1356,
聖母,,台語,203262,,,1353,
疼入心愛入心,,華語,203263,,,1353,
吉力巴 小潘潘.大陳,,台語,203264,,,1353,
嫁土豪 House 張雪芳.朱建明,,台語,203265,,,1354,
一枝草一點露 探戈 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,203266,,,1354,
難忘的最愛,,華語,203267,,,1354,
傷情咖啡,,華語,203268,,,1354,
一世的愛,,華語,203269,,,1354,
鬥陣乾杯 恰恰 龍德,,台語,203270,,,1355,
孤相思,,台語,203271,,,1355,
雙喜淚,,台語,203272,,,1356,
籠中鳥,,客語,203273,,,1356,
雨中情綿綿,,客語,203274,,,1356,
夕焼けの道（日落大道）,,華語,203275,,,1354,
悔不當初,,華語,203277,,,1354,
旗聖媽出巡 搖滾 吳蕙君,,華語,203278,,,1354,
慈愛媽祖 旗津旗聖媽 中板靈魂樂 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,客語,203279,,,1355,
歡喜媽祖來相會 House 王定明 甜心大美,,客語,203280,,,1355,
浪漫情緣,,台語,203282,,,1353,
金曲獎,,台語,203283,,,1353,
混沌的世界,,華語,203284,,,1353,
勇敢的人,,華語,203285,,,1354,
穩噠噠ㄟ愛,,華語,203286,,,1354,
雨水聲聲,,華語,203287,,,1354,
愛要經營才會在,,台語,203288,,,1355,
媽祖媽媽,,客語,203289,,,1355,
幸福的感覺,,客語,203290,,,1355,
已讀不回,,台語,203291,,,1355,
月滿誓言,,台語,203295,,,1355,
千手帝君 神降 中板靈魂樂 黃安妤,,客語,203296,,,1355,
善緣,,台語,203297,,,1355,
心如當初,,台語,203298,,,1355,
讓世界看見台灣,,台語,203299,,,1355,
濟公,,台語,203300,,,1356,
大道公保生大帝,,客語,203301,,,1356,
感謝有您,,客語,203302,,,1356,
常山趙子龍,,台語,203303,,,1356,
風塵淑女 中板靈魂樂 陳鶴明,,台語,203307,,,1355,
提煉愛情,,客語,203308,,,1355,
迎著風,,台語,203309,,,1355,
分手的項鍊,,客語,203310,,,1355,
愛沒退時,,客語,203311,,,1356,
美濃細妹,,客語,203313,,,1355,
思念个人,,客語,203314,,,1355,
再續情緣,,客語,203315,,,1355,
疼惜厝內的人,,客語,203316,,,1355,
半世人,,台語,203324,,,1356,
舊情批 議會新時代-蕭詠萱,,台語,203325,,,1356,
一展愁眉,,客語,203326,,,1356,
走找的心肝,,客語,203327,,,1356,
同心的名 頭份新希望-徐功凡,,客語,203328,,,1356,
愛情燒,,台語,203329,,,1356,
癡心的一生,,客語,203330,,,1356,
流浪兒,,台語,203331,,,1356,
一世人來還,,客語,203332,,,1356,
女中英雄,,客語,203333,,,1356,
漫步人生路,,台語,203334,,,1356,
成功咱的名,,客語,203335,,,1356,
勸自己,,客語,203342,,,1356,
故鄉,,客語,203345,,,1356,
半山謠,,客語,203346,,,1356,
人間長河,,客語,203347,,,1356,
堅心不移,,客語,203362,,,1356,
男人的志氣 梭 李文利,,客語,203363,,,1356,
億馬當先 梭 何曉婷,,客語,203364,,,1356,
酸甘甜的人生 中板靈魂樂 朱璨詮,,客語,203365,,,1356,
離別酒,,台語,203366,,,1356,
一步步靠近你,,台語,203367,,,1356,
愛的樓窗,,客語,203368,,,1356,
永遠會記得,,台語,203369,,,1356,
童話,光良,國語,23456,34567,,,
孤城,,華語,602171,,,3002,
解藥,,華語,602172,,,3003,
落日與晚風,,華語,602173,,,3003,
自娛自樂,,華語,602174,,,3003,
來遲,,華語,602175,,,3001,
淪陷,,華語,602176,,,5311,
白鴿,,華語,602177,,,3001,
五十年以後,,華語,602178,,,5311,
Butterfly,,華語,602179,,,3006,
好想抱住你,,華語,602180,,,3002,
曲終人亦散,,華語,602181,,,3001,
白月光與朱砂痣,,華語,602182,,,5311,
清空,,華語,602183,,,5311,
我想要,,華語,602184,,,3003,
別錯過,,華語,602185,,,3003,
去年花開,,華語,602186,,,3002,
煙雨人間,,華語,602187,,,3001,
醒不來的夢 梭 高迪 ★,,華語,602188,,,3003,
