歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
回憶的風輕輕吹,,華語,603040,,,3013,
回憶見,,華語,602316,,,3004,
回憶青春童年,,客語,23338,,,5101,
回過頭,,華語,602490,,,3006,
回鄉,,客語,23116,,,5101,
回鄉的囝仔,七郎 特魯多,台語,6801,,,1109,
回頭夢,,台語,203047,,,1344,
回頭是岸,李翊君/迪克牛仔 勃露斯,國語,3938,,,1118,
回頭有我,,華語,603347,,,3016,
回首浮雲散,,華語,603541,,,3016,
因為什麼 我的眼睛你的心事,,華語,603288,,,3020,
因為在乎過(DJ彭銳版) House 程響,,華語,603661,,,3023,
因為年輕所以敢真心,吳百倫 勃露斯,國語,4853,,,1127,
因為愛你戒了煙,,華語,201406,,,1317,
因為我是一個行船人,陳一郎 探戈,台語,7603,,,1131,
因為我牽著你的手,,客語,203002,,,1346,
因為我願意,,華語,200677,,,1318,
因為有你,,台語,203056,,,1344,
因為有你作伴,甄秀珍.張晨光,國語,3523,,,1013,
因為有愛,,台語,603213,,,3018,
圈住你,,華語,602239,,,3003,
國色天香,,華語,603402,,,3016,
圍城,,華語,603211,,,3018,
圍獵,,華語,602961,,,3011,
圓仔花與少年家,羅時豐.小辣椒,台語,6352,,,1012,
圓夢,康康 勃露斯,國語,3611,,,1112,
土芭樂欉,,國語,202998,,,1346,
在 KTV過夜,張智成,國語,3735,,,1103,
在你眼裡,同恩 勃露斯,國語,4856,,,1127,
在失去你的夜裡,,華語,603003,,,3012,
在每一秒裡都想見到你,王力宏 梭,國語,3971,,,1114,
地下鐵,游鴻明 勃露斯,國語,4855,,,1125,
坐檯小姐,小辣椒,台語,6381,,,1012,
坦白講出來,一綾 梭,台語,6852,,,1134,
執迷不悟,,華語,602197,,,3002,
執迷幻覺,,華語,603456,,,3022,
堅強的模樣,,華語,603264,,,3020,
堅心不移,,客語,203362,,,1356,
堅持到成功,,華語,202485,,,1325,
堅持到路尾,,客語,202813,,,1336,
報應,,華語,602714,,,3007,
墜落,,華語,602942,,,3011,
墜落幻境,,華語,603408,,,3022,
墜落情海 梭 ◆ 林璟証 ◆ V-girls李俊,,華語,202572,,,1327,
墜落（DJ阿卓版）,,華語,602626,,,3003,
墨水吞落肚,,客語,23333,,,5101,
墮,,華語,602486,,,3006,
墾丁之戀 探戈 歌曲 ◆ 黃鶯,,台語,201772,,,1317,
壁花小姐,阿雅,國語,3743,,,1106,
壞感覺,周傳雄 勃露斯,國語,4087,,,1115,
夏之旅,蔡幸娟 梭,國語,3898,,,1111,
夏天的雨,,華語,602315,,,3004,
夏天結束前,哥哥妹妹,國語,3679,,,1018,
夏季留言,,華語,603814,,,3027,
夏至你未至,,華語,603271,,,3020,
夏，雨，和你 Hip-Hop 羊羊,,華語,603807,,,3025,
夕焼けの道（日落大道）,,華語,203275,,,1354,
外婆的家,我們的愛已沉入海底,華語,603543,,,3021,
外婆說,,華語,602541,,,3003,
多傻,劉若英 勃露斯,國語,3859,,,1121,
多希望你在這裡,許志安,國語,3819,,,1103,
多情世界,,台語,201766,,,1316,
多情多操煩,詹曼鈴,台語,6663,,,0002,
多情應笑我,陳秀玲 吉力巴,國語,4564,,,1129,
多情的城市,孫淑媚 勃露斯,台語,6662,,,1108,
多情郎,,客語,202703,,,1332,
多想還小,,華語,602670,,,3005,
多期待,,華語,603351,,,3021,
多桑,蔡振南 勃露斯,台語,6915,,,1130,
多肉少女,,華語,602282,,,3004,
多說無用,,台語,202358,,,1319,
多麼好!我的心上人,高勝美 梭,國語,5963,,,1138,
夜之悲,,華語,602749,,,3008,
夜夜夜漫長,,華語,602393,,,3005,
夜夜夢,,客語,23162,,,5101,
夜夜想,,客語,23425,,,5101,
夜太深（DJ默涵版）,,華語,602538,,,3003,
夜已那麼深,賈靜雯 梭,國語,5911,,,1140,
夜思戀,,台語,202500,,,1325,
夜曲,周杰倫 勃露斯,國語,3036,,,1118,
夜的寂寞 Hip-Hop 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或,,華語,603374,,,3021,
夜變亮,,華語,603267,,,3020,
夜間男友,,華語,602779,,,3008,
夜闌珊,,華語,603174,,,3016,
夜雨,,華語,602359,,,3005,
夜路,,客語,23122,,,5101,
夢中一片幻想,,國語,63479,,,3018,
夢中也愛你,阿吉仔,台語,6626,,,1101,
夢中人,,華語,602355,,,3005,
夢中來相見 華爾滋 詹秀玉,,台語,203053,,,1344,
夢中在想你 梭 歌曲 寒雲 ◆ 類型 歌號 粵語歌曲,,華語,202620,,,1329,
夢中思慕的人,張秀卿,台語,6415,,,1101,
夢中情緣,,客語,23236,,,5101,
夢中的西施,,台語,202964,,,1340,
夢中網,王建傑.詹曼鈴,台語,6366,,,1012,
夢中花,,華語,603618,,,3023,
夢中落空,,華語,603743,,,3025,
夢中彩虹,,客語,23305,,,5101,
夢像煙火 特魯多 蔡玫樺,,台語,66253,,,3023,
夢到你,王中平 勃露斯,台語,6841,,,1119,
夢已醒 特魯多 子鈺,,台語,203109,,,1347,
夢很甜 Hip-Hop 陳維傑 想入非非,,華語,603244,,,3016,
夢成空,,台語,203206,,,1350,
夢成雙 華爾滋 歌曲 ◆ 邱芸子,,台語,201808,,,1326,
夢浪,,華語,603873,,,3024,
夢煙雨,,華語,602310,,,3004,
夢的幻想日記,,華語,603757,,,3024,
夢相思,,客語,23182,,,5101,
夢空空,,華語,603527,,,3020,
夢裡的愛,,台語,201027,,,1341,
夢見,,台語,202596,,,1329,
夢見,陶晶瑩 梭,國語,4987,,,1127,
夢醒心也醒,孫淑媚 華爾滋,台語,6943,,,1137,
夢醒時又想起你,,華語,603371,,,3017,
大可不必,,華語,602559,,,3006,
大哥大和我,,台語,203244,,,1354,
大囍之日,,華語,603550,,,3021,
大夢何時了,,華語,602613,,,3001,
大大大草原,,華語,200839,,,1351,
大家今日笑連連,,客語,23372,,,5101,
大家來拜樟樹公 華爾滋 林鎮忠,,台語,203033,,,1344,
大家都知得,,客語,23279,,,5101,
大漠姑娘 梭 菲菲公主 (陸綺菲),,華語,603809,,,3025,
大聲唱,,台語,200878,,,1346,
大肚山軍中媽 中板靈魂樂 林展逸.張喜芳. 孔細勇.陳泇均 宋竹梅.朱鵬鈞,,客語,203172,,,1349,
大膽一點吧,,華語,602928,,,3011,
大舌頭 國 ●,,Unknown,50147,,,1132,
大車拼,林清國 慢迪斯可,台語,6811,,,1119,
大道公保生大帝,,客語,203301,,,1356,
大隻雞慢啼,,客語,202880,,,1336,
大雨中,,華語,200674,,,1317,
大風吹,Y.I.Y.O 梭,國語,4962,,,1127,
大麻煩,徐若瑄 梭,國語,3608,,,1109,
天下似無情,,華語,603006,,,3012,
天下父母心,七郎,台語,6376,,,1012,
天亮,,台語,200899,,,1346,
天使在唱歌,S.H.E 勃露斯,國語,3609,,,1112,
天公伯的情意,,華語,202943,,,1338,
天台的月光,蔡琴 勃露斯,國語,3974,,,1125,
天命,,華語,603290,,,3019,
天地乾坤,,客語,23204,,,5101,
天地人間,,客語,23245,,,5101,
天地似無情（DJAh版）,,華語,602450,,,3004,
天地拜,,華語,602957,,,3011,
天地是咱的,,華語,202380,,,1321,
天大地大,台風 梭,國語,3918,,,1120,
天天夜夜,F.I.R 勃露斯,國語,4041,,,1112,
天官賜財,,台語,202946,,,1338,
天弓,,客語,202708,,,1333,
天星伴稀微,,台語,66237,,,3019,
天是灰白色,,華語,602947,,,3011,
天氣預報,,華語,602612,,,3001,
天涯總有相逢時,,華語,201815,,,1326,
天涯遨遊飛,,客語,23280,,,5101,
天無邊海無底,余天 梭,台語,6813,,,1122,
天生多情,余天,國語,3723,,,1104,
天生絕配,,華語,202526,,,1326,
天真奢求,,華語,602782,,,3008,
天空,蔡依林,國語,4095,,,1103,
天籟傳奇,,台語,200881,,,1348,
天藍藍,,台語,201017,,,1342,
天長地久的方式,,華語,200692,,,1324,
天高地厚,信樂團 勃露斯,國語,4852,,,1121,
天黃黃地黃黃,,客語,23353,,,5101,
天黑了,,華語,200774,,,1331,
天黑後,,華語,603518,,,3018,
天黑得早,,華語,603331,,,3017,
天黑想你的夜,,華語,602828,,,3009,
太委屈,陶晶瑩,國語,3760,,,1103,
太小,,台語,200629,,,1315,
太晚,,華語,602725,,,3007,
太遲,,華語,602783,,,3008,
夫妻恩愛到百年,,客語,23363,,,5101,
失你,,華語,602992,,,3012,
失去,同恩 勃露斯,國語,3803,,,1115,
失去才懂,,華語,602246,,,5311,
失去的資格,,台語,200625,,,1314,
失去知覺,,華語,602281,,,3002,
失去聯絡,,華語,602511,,,3004,
失味的愛 探戈 歌曲 ◆ 謝采吟,,台語,202830,,,1336,
失憶症,蔡健雅,國語,3768,,,1105,
失戀無罪,Alin,國語,4042,,,1103,
失戀的節奏,阿吉仔,台語,6701,,,1101,
失控的海,,華語,602837,,,3009,
失溫戀情,,華語,603538,,,3021,
失溫航線,,華語,603925,,,3027,
失真,,華語,602512,,,3002,
失眠毒藥 Hip-Hop 勵志豪,,華語,603330,,,3021,
失眠的睡美人,楊丞琳 勃露斯,國語,3752,,,1115,
失約所有美麗風景,,華語,602888,,,3010,
失聯星空,,華語,602720,,,3007,
失落海平線,歐得洋 勃露斯,國語,4588,,,1124,
失落的情緣,,華語,202261,,,1316,
失落緣,,台語,202796,,,1334,
失戀驚人知,,客語,23426,,,5101,
奇怪東西,,客語,23429,,,5101,
奇跡世界,,華語,201014,,,1339,
奈何橋,,華語,602255,,,3002,
奈何歲月,,華語,602242,,,3002,
奉勸,,華語,602237,,,5311,
奉勸世間後生人,,客語,23379,,,5101,
奔波,,華語,603531,,,3016,
奔湧如我,花,華語,602831,,,3009,
奢求,堂娜,國語,3550,,,1017,
奧利給,,華語,603409,,,3020,
奮鬥的人生 探戈 林娜 ◆,,華語,202264,,,1316,
女中英雄,,客語,203333,,,1356,
女人不壞,徐婕兒 迪斯可,國語,3759,,,1114,
女人不是軟弱,,華語,201782,,,1319,
女人夢 中板靈魂樂 小曼.嘉豪,,台語,203211,,,1351,
女人心,,台語,202994,,,1345,
女人的名字,,華語,201803,,,1324,
女人的心聲,,台語,202351,,,1320,
女人的自尊,,台語,202969,,,1340,
女人花,,台語,202977,,,1343,
女人花,蔡麗津,台語,6551,,,1015,
女孩兒,,華語,603129,,,3015,
女流,,華語,602338,,,3004,
奶一下,,台語,203099,,,1346,
奶奶的歌謠,,華語,603000,,,3012,
她,,華語,602428,,,3004,
她來自一個遙遠的地方,高明駿 勃露斯,國語,3657,,,1112,
她在睡前哭泣,李玟.柯以敏 勃露斯,國語,3977,,,1120,
她很孤獨,,華語,602546,,,3005,
她的城,,華語,602963,,,3011,
她的愛不完美,,華語,602724,,,3007,
她的故事,,華語,603142,,,3016,
她說她,,華語,603471,,,3022,
好不了的傷忘不,,華語,602859,,,3009,
好久好久,,國語,203100,,,1346,
好喜歡你,,台語,200767,,,1332,
好好愛自己,,台語,202214,,,1316,
好好的想.朋友,吳秀珠 勃露斯,台語,7385,,,1134,
好姻緣,,客語,23141,,,5101,
好想你,徐若瑄 勃露斯,國語,4067,,,1117,
好想你,蔡依林,國語,3786,,,1104,
好想好好愛你,周蕙,國語,3725,,,1106,
好想抱住你,,華語,602180,,,3002,
好愛好散,,華語,603341,,,3021,
好花不常開 梭 歌曲 ◆ 徐一鳴,,華語,200862,,,1338,
好酒沉甕底,七郎 慢迪斯可,台語,6848,,,1119,
好酒莫留,,客語,23212,,,5101,
如一如你,,華語,602885,,,3010,
如山不動,,華語,203030,,,1343,
如果不曾相遇,,台語,202361,,,1320,
如果不能在一起,,華語,603348,,,3018,
如果不能嫁給愛情,,華語,603634,,,3023,
如果他比我愛你,,客語,200810,,,1338,
如果你也正在聽,,華語,602958,,,3011,
如果你遇到小時,,台語,202935,,,1339,
如果你還愛我,無印良品 勃露斯,國語,4024,,,1121,
如果可以回到從前,,華語,602319,,,3004,
如果從此,,台語,202527,,,1325,
如果愛你,,華語,603259,,,3019,
如果愛能夠重來,,華語,602529,,,3005,
如果時間可以回 蘇譚譚 到從前 抒情搖滾 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 2 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/11,華語,602785,,,3008,
如果有一杯酒能,,台語,202848,,,1336,
如果的事,范瑋琪/張韶涵 勃露斯,國語,3033,,,1125,
如此堅定,,台語,200829,,,1347,
如水年華(DJ阿卓版）,,華語,602825,,,3009,
如若人間是樂土,,華語,603022,,,3013,
妄想,,華語,603301,,,3021,
妝乎水水,黃妃 梭,台語,6950,,,1116,
妳的樣子,羅大佑 勃露斯,國語,3839,,,1124,
妳過了好嗎,,國語,201774,,,1315,
妹剪花,,客語,23163,,,5101,
妹心博博飆,,客語,23262,,,5101,
妹有情郎有意,,台語,63485,,,3021,
姊妹情誼,,華語,203034,,,1343,
姊弟戀,,台語,202599,,,1329,
始終錯過,,華語,603496,,,3019,
姑娘啊姑娘,,華語,602289,,,3004,
委屈求全,,華語,602356,,,3004,
姻緣杯,,華語,203213,,,1351,
姻緣簽,,華語,603931,,,3027,
姻緣莫過秋,,客語,23292,,,5101,
威尼斯迷路,許慧欣 勃露斯,國語,4036,,,1128,
娘子,周杰倫 勃露斯,國語,3494,,,1136,
婉心,,華語,603557,,,3020,
婚紗,,華語,603005,,,3012,
婚紗和你都是夢,,華語,603866,,,3024,
媒人嘴糊累累,石喬 恰恰,台語,6767,,,1116,
媒人鴨嘴,,客語,23352,,,5101,
媽媽卡大天,,國語,201770,,,1315,
媽媽我也不想在一棵樹上吊死 中板靈魂樂 歪歪超.魏晗(懋懋),,華語,603616,,,3025,
媽媽的笑容,逍遙不敗,台語,6147,,,1016,
媽媽的話,,華語,602439,,,3001,
媽媽的話,陳小春 勃露斯,國語,5678,,,1120,
媽媽期望,,客語,23169,,,5101,
媽祖出巡,,台語,202780,,,1335,
媽祖媽媽,,客語,203289,,,1355,
嫁乎你啦 梭 蕭清文,,國語,202999,,,1346,
嫁土豪 House 張雪芳.朱建明,,台語,203265,,,1354,
子莫格尼,,華語,603479,,,3023,
字字句句,,華語,602706,,,5311,
字正腔圓,,華語,602269,,,3004,
孟林橋,,華語,603468,,,3017,
孟浪,,華語,602777,,,3008,
季風來過,,華語,602863,,,3009,
孤單伴稀微,,台語,66240,,,3021,
孤單北半球,林依晨 勃露斯,國語,4073,,,1115,
孤單城市,,台語,603306,,,3018,
孤單恰恰,,華語,203169,,,1349,
孤單手稿,,華語,603944,,,3027,
孤單是阮的名 倫巴 柏蒼,,台語,203152,,,1348,
孤單的人,,華語,602227,,,3002,
孤單的男兒,葉啟田 特魯多,台語,6772,,,1122,
孤城,,華語,602171,,,3002,
孤寂的步履,高明駿,國語,3660,,,1105,
孤山客,,華語,603532,,,3021,
孤燕夢,,台語,203199,,,1350,
孤獨的人總怕黑,,華語,602493,,,3006,
孤獨的王,,華語,602544,,,3006,
孤獨終老 Mod Soul 花僮 ◆,,客語,200762,,,1328,
孤獨與辜負,,華語,602653,,,3003,
孤獨頌歌,,華語,602432,,,3001,
孤相思,,台語,203271,,,1355,
孤緣花,,台語,202637,,,1330,
孤芳,,華語,603812,,,3027,
孤苦伶仃,,華語,602545,,,3006,
孤身一人,,華語,602387,,,3004,
孤陋寡聞,,華語,603388,,,3021,
孬種,康康 勃露斯,國語,3880,,,1109,
學到老愛到老,,華語,602806,,,3008,
宅著就很好,,華語,602352,,,3005,
守住今夜,林靈,國語,3524,,,1013,
安全感,王力宏,國語,3669,,,1017,
安好再聚首 中板靈魂樂 REID伯虎,,華語,603508,,,3023,
安慰的相片,吳上明.陳思安,台語,6284,,,1014,
完整,李玟,國語,3770,,,1102,
完美情人,183Club Twist,國語,4045,,,1106,
完美的互動,王力宏,國語,3928,,,1123,
定奪,,華語,603124,,,3015,
宜蘭雨,,台語,203063,,,1350,
客家子弟,,客語,23219,,,5101,
客家真情,,客語,23249,,,5101,
客家英雄,,客語,23246,,,5101,
客家鄉,,客語,23435,,,5101,
家中貧窮志氣高 ○ 李秋霞,,客語,23410,,,5101,
家中貧窮莫擔心 李秋霞 ○,,客語,23411,,,5101,
家後,江蕙,台語,,45678,,,
家鄉的雪花落不到我手心,,華語,603685,,,3025,
寂寞,,台語,201801,,,1342,
寂寞,,華語,603556,,,3020,
寂寞保齡球,張惠妹 勃露斯,國語,3844,,,1125,
寂寞沙洲冷,周傳雄 勃露斯,國語,3843,,,1124,
寂寞的人喝不醉,,華語,602939,,,3011,
寂寞的吉他聲,,台語,203062,,,1350,
寂寞的暗暝,大順 勃露斯,台語,6780,,,1116,
寂寞的看板,黃乙玲 勃露斯,台語,6978,,,1134,
寂寞英雄,羅時豐 吉力巴,台語,7626,,,1134,
寂寞讓我想起你的 王強 美麗,,華語,200890,,,1353,
寂寞邊界,張棟樑 勃露斯,國語,4081,,,1125,
寂寞釀成酒,周雅芳 勃露斯,台語,6755,,,0004,
寄生,,華語,603181,,,3015,
寄相思,,客語,202904,,,1338,
密碼,,國語,202230,,,1315,
富士山留不住櫻,,華語,602816,,,3009,
寒冷的並非雪,,台語,202934,,,1338,
寒蟬不知深秋,,華語,603461,,,3016,
寓言,張韶涵 梭,國語,3886,,,1118,
察覺,,華語,602191,,,3003,
審判,,華語,602260,,,3003,
寫一首情歌,,華語,603486,,,3019,
寫你的歌,,台語,201028,,,1342,
寫給失敗者的歌,,華語,603026,,,3013,
寫給我們,,華語,603263,,,3020,
寶貝,張懸 梭,國語,4089,,,1111,
寶貝你要去哪裡,,客語,23434,,,5101,
寶貝孫 吉力巴 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD.IMSBP系列.N系列.N2系列.W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2024/09,客語,202713,,,1334,
寸斷的柔情,,華語,202364,,,1320,
寸草心,,華語,200853,,,1326,
將你當作寶,,華語,202793,,,1334,
將你還於人海,,華語,603490,,,3022,
將愛收倒返,廖麗雅 勃露斯,台語,6489,,,1108,
將愛還我,陳豪 Reggae,台語,6756,,,0004,
專屬密碼,黃義達 梭,國語,3604,,,1110,
尋唔轉回憶,,客語,23341,,,5101,
尋回,張清芳 勃露斯,國語,5925,,,1132,
尋找,范瑋琪 勃露斯,國語,3927,,,1127,
"對不起,我愛你",蔡淳佳 勃露斯,國語,4989,,,1120,
對你的情,,台語,202876,,,1337,
對妳感心,,客語,202814,,,1336,
對峙,庾澄慶 勃露斯,國語,4992,,,1121,
對愛投降,張惠妹 勃露斯,國語,3892,,,1115,
對手,,台語,202632,,,1329,
對望（DJ版）,,華語,602802,,,3008,
對的人,戴愛玲 勃露斯,國語,3924,,,1114,
對的人站在前途裡,,華語,603017,,,3013,
對的時間對的地 自由派對 點遇到對的你 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/11,華語,200713,,,1324,
對酒,,華語,202600,,,1329,
對面看到蓮花紅,,客語,23392,,,5101,
小二上酒,,華語,603507,,,3023,
小八卦,,台語,202467,,,1323,
小叮噹,,華語,602635,,,3004,
小味道,,華語,602519,,,3004,
小哥哥,,華語,602361,,,3001,
小夫妻,歐得洋/蔡淳佳 勃露斯,國語,5897,,,1114,
小姐咱是尚速配,羅時豐/關琍菱 吉力巴,台語,7546,,,1137,
小姐這是我的名片 國 ●,,Unknown,50042,,,1135,
小孩,,華語,603194,,,3018,
小寂寞,,華語,200800,,,1328,
小小的自己,,華語,602698,,,3007,
小小風浪 別放心上,,華語,603654,,,3023,
小幸福,,華語,200676,,,1317,
小心願,,華語,603439,,,3020,
小星星,,華語,603260,,,3020,
小星星與月亮,,台語,63482,,,3024,
小時候真傻,,華語,602926,,,3011,
小熊維尼,黃妃 恰恰,台語,6981,,,1134,
小自由,,華語,603183,,,3021,
小路雨綿綿,洪榮宏 梭,台語,6812,,,1122,
小道童,,華語,602629,,,3007,
少了你該怎麼辦,曾寶儀,國語,3767,,,1105,
少女祭,,華語,603042,,,3013,
少年為何去遠方,,華語,603018,,,3013,
少年甭捉狂,黃克林 梭,台語,7390,,,1131,
少年的你,,華語,603323,,,3019,
尚水的舞伴,,台語,202959,,,1341,
就不該遇見,,華語,603548,,,3021,
就做自己的光,,華語,603883,,,3024,
就像你的好,,台語,200856,,,1332,
就像花兒開,,華語,603198,,,3016,
就忘了,,華語,603104,,,3014,
就忘了吧,,華語,602433,,,5311,
就是你,范瑋琪 Twist,國語,4083,,,1106,
就是要幸福,,國語,202202,,,1314,
就要我滋味,劉亦菲 梭,國語,5008,,,1129,
就讓你成為昨天,,台語,201020,,,1342,
就這樣在一起,,華語,603280,,,3020,
尾聲,,華語,603335,,,3021,
局外者,游鴻明,國語,3771,,,1104,
局限,,華語,602866,,,3010,
屌,麻吉 Hip-Hop,國語,5939,,,1127,
山下戀情,,客語,23203,,,5101,
山楂樹之戀,,華語,603283,,,3021,
山歌唱來鬧連連,,客語,23374,,,5101,
山歌子伴奏音樂,,客語,23403,,,5101,
山歌戀情 特魯多 ◆ 彭鈺雯,,客語,202918,,,1339,
山河圖,,華語,200726,,,1325,
山河詩舊 抒情搖滾 ★ 殘雪,,華語,602886,,,3010,
山盟伴海誓,,台語,202719,,,1332,
山盟海誓算啥米,,客語,202878,,,1337,
山間窩壢會出泉,,客語,23373,,,5101,
岳飛的滿江紅,,台語,203068,,,1345,
嶼你,,華語,603327,,,3021,
州州（DJ阿卓版）,,華語,602765,,,3008,
左耳進右耳出,,華語,603058,,,3013,
左邊,楊丞琳 勃露斯,國語,3934,,,1123,
巨蟹座,,華語,603265,,,3019,
巫山月,,華語,602968,,,3012,
差一個字的朋友,,華語,602390,,,3005,
差點(吉他男聲版),,華語,602687,,,3007,
已經回不去了(DJAh版),,華語,602444,,,3005,
已讀不回,,台語,203291,,,1355,
布衣蕭蕭,,華語,603789,,,3025,
希望你作伴,阿吉仔,台語,6673,,,1102,
希望你會懂,蘇慧倫/張震嶽,國語,3772,,,1106,
希望的光,,台語,603524,,,3018,
希望的光,,華語,603387,,,3020,
希望的所在,詹曼鈴,台語,6674,,,0002,
帶不走,,華語,602853,,,3009,
帶我去飛呀,郭嘉璐 勃露斯,國語,5921,,,1136,
帶著初心去流浪,,台語,200622,,,1314,
常山趙子龍,,台語,203303,,,1356,
幕後英雄,洪榮宏 梭,台語,7635,,,1137,
平安燈 中板靈魂樂 詹曼鈴,,台語,203060,,,1349,
平常心,張惠妹 勃露斯,國語,5892,,,1112,
平板伴奏音樂,,客語,23354,,,5101,
幸福作陣行 梭 張峯子,,台語,203207,,,1350,
幸福來相偎,,華語,202549,,,1326,
幸福全世界 Country 歌曲 ◆ 寒雲,,台語,202635,,,1329,
幸福到永遠,,台語,202778,,,1334,
幸福加冕,,華語,602746,,,3008,
幸福千萬年 House 廖鳳英,,華語,202937,,,1337,
幸福向前行 吉力巴 ◆ 張純玉,,華語,202564,,,1327,
幸福戀人,,華語,202661,,,1330,
幸福有我就有你,,華語,202455,,,1323,
幸福流沙,,台語,203127,,,1347,
幸福無問題,李秀蘭 特魯多,台語,6681,,,1108,
幸福的一家人 梭 ○ 代表【midi無人聲】 ★ 代表【原聲 或 原聲原影】 適用機型：S-2001(BD/IMSBP系列/N系列/N2系列/W系列),● 代表【midi+人聲伴唱】 利用人如欲使用本產品於「公開場所」使用，請逕洽集管團體或著 ◆ 代表【midi+原聲伴唱】 作財產權人取得「公播授權」後，始得合法使用 1 上述符號為【歌曲類型】依機型及功能而有所不同 發行日期 2023/05,華語,202314,,,1318,
幸福的傻瓜,,華語,602745,,,3008,
幸福的感覺,,客語,203290,,,1355,
幸福的春天,,台語,202794,,,1334,
幸福的糖仔,,華語,202643,,,1330,
幸福的路,,台語,203007,,,1341,
幸福的通知,黃妃 梭,台語,6953,,,1116,
幸福的開始,,華語,200870,,,1326,
幸福的體會 梭 郭彥谷,,華語,202494,,,1325,
幸福與你我同在,,華語,603565,,,3023,
幸福萬萬年 慢迪斯可 洪少凱,,華語,202752,,,1333,
幸福調味,卓文萱,國語,4048,,,1106,
幸福過日子 恰恰 ◆ 昉蔝,,華語,202565,,,1327,
幸福雙雙飛 特魯多 歌曲 張愛蔆 ◆,,華語,202939,,,1337,
幸福青春港 特魯多 洪耀池,,台語,203049,,,1344,
幸運星,,台語,203010,,,1342,
幹了再說 梭 珊珊,,華語,603506,,,3016,
幻影,,華語,603423,,,3022,
幻星島,,華語,602542,,,3002,
幽州禦龍歎,,華語,602756,,,3008,
度假,,台語,202303,,,1318,
庸人自擾,,國語,603438,,,3018,
庸人自擾,,華語,200683,,,1320,
廉價的眼淚珍貴 於洋 的感情,,華語,602299,,,3004,
弦月彎彎,,華語,603744,,,3025,
彌補,,台語,202809,,,1335,
彩虹,梁靜茹,國語,3795,,,1103,
彩虹風,,華語,602792,,,3008,
影子,,台語,202355,,,1320,
影子,,華語,603009,,,3012,
影子說,,華語,602391,,,3003,
彼呢的不甘,周雅芳 勃露斯,台語,6702,,,0004,
彼岸花,,華語,200724,,,1325,
往事,黃乙玲,台語,6359,,,1012,
很久之後,的模樣 抒情搖滾 抒情搖滾 ★ ycccc ★,華語,602820,,,3009,
後來,,華語,603428,,,3018,
後來呢,,華語,603399,,,3022,
後來我也遇見一 範芽芽 個很像你的他,,華語,602625,,,3006,
後來的我,,華語,602573,,,3007,
後悔已經遲 特魯多 ◆ 琳娜 ◆ 林永祥,,客語,202835,,,1337,
後生就係本錢,,客語,23339,,,5101,
後遺症,,華語,602507,,,3001,
得不到又捨不得 姚倩 的人,,華語,602665,,,3005,
得到你的人卻得 歌曲 歡子,,華語,200812,,,1339,
從今以後,信樂團 勃露斯,國語,4841,,,1126,
從你開始到我為止,,華語,603598,,,3024,
"從前,後來",,華語,602631,,,3007,
從前你後來你,,華語,603123,,,3015,
從前多麼的深愛,,台語,603880,,,3024,
從前說,,華語,602438,,,5311,
從戀人到朋友,,華語,602426,,,3003,
從風那聽說,,華語,603119,,,3015,
微微,,台語,202502,,,1325,
微笑吧,,華語,602491,,,3006,
微風吹,,華語,602893,,,3010,
心上人,,華語,603163,,,3017,
心中甘有阮的名,周雅芳 吉力巴,台語,6487,,,1107,
心中的一道彩虹,,華語,200832,,,1349,
心像海湧袂平靜 Slow Swing 楚為仁,,台語,66231,,,3022,
心兒屬於你,,台語,200766,,,1332,
心內有數,,台語,66239,,,3024,
心內的話,伍浩哲,台語,6522,,,1101,
心動對味 Hip-Hop 王不醒,,華語,603797,,,3025,
心如當初,,台語,203298,,,1355,
心安,,華語,603196,,,3016,
心專石穿,,客語,23205,,,5101,
心影,張清芳 Hip-Hop,台語,6831,,,1116,
心情,,客語,23118,,,5101,
心情玫瑰,,台語,203229,,,1352,
心想事成,,客語,23206,,,5101,
心意,,華語,602744,,,3008,
心愛甭哮啦,余天,台語,6603,,,1016,
心愛的人,,台語,201771,,,1316,
心愛的人 恰恰 李偉誠,,台語,202448,,,1323,
心愛的今晚置叼位,江蕙 勃露斯,台語,6974,,,1137,
心愛的你免驚,林俊彥 勃露斯,台語,6514,,,1109,
